id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated 
dalecoin,Dalecoin,DALC,1143,0.220396,0.00003277,308.175,102323.0,464267.0,1000000.0,1000000.0,1.59,-7.96,-25.92,1523347752
elacoin,Elacoin,ELC,1144,0.242787,0.00003610,31.8182,99002.0,407774.0,642276.0,,0.17,-6.9,17.89,1523347740
globalboost-y,GlobalBoost-Y,BSTY,1145,0.00701915,0.00000104,465.761,98843.0,14081974.0,14081974.0,,-4.72,-15.28,-26.89,1523347744
ccore,Ccore,CCO,1146,0.0675191,0.00001004,20.9946,97903.0,1449999.0,10000000.0,,-0.08,-34.9,-27.7,1523347757
polcoin,Polcoin,PLC,1147,0.00121057,0.00000018,62.4593,94856.0,78356194.0,78356194.0,218500000.0,0.19,-5.71,-12.76,1523347742
eurocoin,Eurocoin,EUC,1148,0.00758881,0.00000113,489.683,94227.0,12416554.0,12416554.0,,1.48,3.31,-19.09,1523347761
hempcoin-hmp,HempCoin,HMP,1149,0.0000672539,0.00000001,3.3627,91240.0,1356645470.0,2856645470.0,,0.19,-5.72,-7.91,1523347747
guccionecoin,GuccioneCoin,GCC,1150,0.00443876,0.00000066,0.675835,90043.0,20285537.0,23775537.0,,0.17,-4.28,-4.38,1523347745
bitcoin-21,Bitcoin 21,XBTC21,1151,0.113121,0.00001682,14.4236,89717.0,793108.0,7093108.0,,0.17,-4.98,-6.68,1523347746
bitcoal,BitCoal,COAL,1152,0.0196942,0.00000293,403.037,88624.0,4500000.0,4500000.0,12500000.0,0.26,-10.42,-19.61,1523347751
zozocoin,ZoZoCoin,ZZC,1153,0.14964,0.00002225,195.646,88400.0,590751.0,7296311.0,27000000.0,0.17,-12.39,-31.74,1523347757
fuzzballs,FuzzBalls,FUZZ,1154,0.0180241,0.00000268,9.21642,87055.0,4829945.0,4829945.0,,0.19,-5.72,32.71,1523347747
interzone,Interzone,ITZ,1155,0.0322819,0.00000480,323.379,85612.0,2652019.0,3112019.0,,337.11,101.15,-29.11,1523347754
acoin,Acoin,ACOIN,1156,0.0683113,0.00001016,10.6866,83346.0,1220085.0,1220085.0,,0.17,2.58,7.64,1523347743
sooncoin,SoonCoin,SOON,1157,0.00665814,0.00000099,277.839,82978.0,12462620.0,12462620.0,,0.17,-20.89,-15.67,1523347743
paycon,PayCon,CON,1158,0.00359983,0.00000054,371.15,82949.0,23042604.0,23042604.0,,0.18,-22.8,-49.81,1523347744
guess,Peerguess,GUESS,1159,0.00746519,0.00000111,45.7934,82679.0,11075334.0,200000000.0,,0.17,-0.32,-36.37,1523347759
creatio,Creatio,XCRE,1160,0.00399446,0.00000059,129.442,81968.0,20520514.0,20520514.0,,-18.18,-19.17,-21.14,1523347747
funcoin,FUNCoin,FUNC,1161,0.0138558,0.00000206,239.087,81037.0,5848581.0,100000000.0,100000000.0,0.06,-9.63,-55.95,1523347750
mincoin,Mincoin,MNC,1162,0.0184276,0.00000274,28.977,80624.0,4375155.0,4375155.0,,0.17,-5.36,-18.39,1523347740
bnrtxcoin,BnrtxCoin,BNX,1163,0.00269016,0.00000040,155.29,77074.0,28650501.0,28650501.0,,0.17,-3.3,2.33,1523347751
bitcoin-planet,Bitcoin Planet,BTPL,1164,0.012173,0.00000181,87.4054,76971.0,6323098.0,6821698.0,,0.21,-9.59,18.97,1523347750
bitquark,BitQuark,BTQ,1165,0.00780146,0.00000116,53.0617,76838.0,9849236.0,9849236.0,,0.94,-33.72,-29.82,1523347743
bitasean,BitAsean,BAS,1166,0.0150836,0.00000224,90.34,75418.0,5000000.0,30000000.0,,-0.08,-4.2,-21.01,1523347752
veltor,Veltor,VLT,1167,0.134911,0.00002006,75.0339,74856.0,554855.0,554855.0,,0.17,-17.53,-34.3,1523347747
money,Money,$$$,1168,0.00161409,0.00000024,72.765,74066.0,45887218.0,45887218.0,,-3.84,-5.71,-18.52,1523347745
cachecoin,CacheCoin,CACH,1169,0.0172482,0.00000256,281.226,72358.0,4195132.0,4195132.0,10000000.0,0.17,-14.57,-30.75,1523347741
goldpieces,GoldPieces,GP,1170,0.0588606,0.00000875,123.345,71819.0,1220161.0,1220161.0,,-1.04,-8.22,-2.89,1523347743
allion,Allion,ALL,1171,0.011508,0.00000171,39.155,71342.0,6199359.0,7323359.0,,0.17,-23.24,-34.14,1523347749
idice,iDice,ICE,1172,0.0449865,0.00000668,,70674.0,1571013.0,2071013.0,,,-5.58,,1523327050
debitcoin,Debitcoin,DBTC,1173,0.00392082,0.00000058,7.54858,70573.0,17999629.0,25999629.0,,0.19,8.72,-5.71,1523347748
warp,WARP,WARP,1174,0.0642275,0.00000955,1.62169,70343.0,1095224.0,1095224.0,,0.17,-5.81,-11.48,1523347746
flaxscript,Flaxscript,FLAX,1175,0.0123075,0.00000183,303.724,69071.0,5612126.0,5612126.0,,0.19,-8.24,-10.36,1523347745
eaglecoin,EagleCoin,EAGLE,1176,0.0328911,0.00000489,97.0323,68855.0,2093421.0,3633153.0,,-15.16,-19.64,14.77,1523347757
neuro,Neuro,NRO,1177,0.00134508,0.00000020,148.0,68329.0,50798997.0,52798997.0,,0.21,-16.44,-4.43,1523347750
billarycoin,BillaryCoin,BLRY,1178,0.00746519,0.00000111,2.48369,67141.0,8993816.0,8993816.0,,0.17,-3.04,-7.91,1523347746
joincoin,Joincoin,J,1179,0.021723,0.00000323,5.55713,66937.0,3081371.0,3081371.0,,-7.52,-26.96,-31.06,1523347744
benjirolls,BenjiRolls,BENJI,1180,0.00327202,0.00000049,206.598,66344.0,20276099.0,20276099.0,,3.36,17.26,-1.71,1523347748
cannation,Cannation,CNNC,1181,0.0263648,0.00000392,279.737,65303.0,2476893.0,2476893.0,,-0.03,8.57,5.11,1523347751
bipcoin,BipCoin,BIP,1182,0.0382675,0.00000569,14.0442,62271.0,1627261.0,1627261.0,,-2.57,2.58,-20.11,1523347748
sojourn,Sojourn,SOJ,1183,0.12711,0.00001890,73.2077,61676.0,485214.0,852366.0,,0.21,14.53,93.05,1523347752
ride-my-car,Ride My Car,RIDE,1184,0.000605286,0.00000009,2.68437,61302.0,101276976.0,101276976.0,,0.17,-26.75,6.4,1523347748
roofs,Roofs,ROOFS,1185,0.000470778,0.00000007,46.5092,61201.0,130000000.0,600000000.0,,-12.35,9.99,-27.03,1523347755
californium,Californium,CF,1186,0.0249512,0.00000371,55.6152,60910.0,2441162.0,2441162.0,,-20.59,-20.86,-29.67,1523347744
comet,Comet,CMT,1187,0.068487,0.00001018,444.975,59778.0,872830.0,872830.0,,0.29,-9.69,-8.82,1523347748
postoken,PoSToken,POS,1188,0.0605286,0.00000900,8.05568,59684.0,986052.0,1188685.0,,0.17,-56.2,-28.48,1523347754
compucoin,CompuCoin,CPN,1189,0.00302643,0.00000045,20.3858,59363.0,19615019.0,19615019.0,,1.32,-3.58,-13.3,1523347745
spots,Spots,SPT,1190,0.00263642,0.00000039,28.3278,59072.0,22406021.0,22406021.0,,0.25,-8.74,-19.65,1523347741
bolenum,Bolenum,BLN,1191,0.00585109,0.00000087,248.0,58511.0,10000000.0,10000000.0,,0.17,-37.29,-32.12,1523347753
marijuanacoin,Marijuanacoin,MAR,1192,0.0353756,0.00000526,116.372,57719.0,1631601.0,1631601.0,,0.19,-7.13,-21.34,1523347750
x-coin,X-Coin,XCO,1193,0.0044951,0.00000067,55.6406,55672.0,12384976.0,12384976.0,,0.21,-7.08,-18.87,1523347744
fincoin,FinCoin,FNC,1194,0.004237,0.00000063,102.537,54567.0,12878667.0,1812878667.0,,0.17,-37.59,-6.42,1523347751
dappster,DAPPSTER,DLISK,1195,0.000538032,0.00000008,0.742618,53803.0,100000000.0,100000000.0,,0.17,-5.72,22.82,1523347747
metal-music-coin,Metal Music Coin,MTLMC3,1196,0.000673342,0.00000010,,53678.0,79719140.0,79719140.0,2500000000.0,,-5.6,-20.91,1523293445
solarflarecoin,Solarflarecoin,SFC,1197,0.00379761,0.00000056,445.862,53483.0,14083450.0,14083450.0,,0.17,7.0,23.82,1523347748
shilling,Shilling,SH,1198,0.00827224,0.00000123,1.66117,52922.0,6397600.0,6397600.0,,0.17,-6.49,-13.53,1523347747
zayedcoin,Zayedcoin,ZYD,1199,0.00807047,0.00000120,187.656,50391.0,6243840.0,6243840.0,,0.17,-5.71,15.32,1523347747
gold-pressed-latinum,Gold Pressed Latinum,GPL,1200,0.192077,0.00002856,60.107,49273.0,256527.0,256527.0,1000000.0,0.17,-6.91,-14.95,1523347749
cryptoescudo,CryptoEscudo,CESC,1201,0.00033627,0.00000005,74.157,48458.0,144105100.0,594105100.0,,-16.52,-6.76,-17.93,1523347743
kronecoin,Kronecoin,KRONE,1202,0.0075997,0.00000113,429.48,47352.0,6230737.0,6230737.0,84000000.0,-2.9,5.48,-6.85,1523347754
quazarcoin,QuazarCoin,QCN,1203,0.00672539,0.00000100,68.7495,47083.0,7000718.0,7000718.0,,0.17,-5.71,-7.91,1523347742
starcash-network,StarCash Network,STARS,1204,0.0484583,0.00000695,,46516.0,959914.0,1033142.0,,,,-5.2,1523150056
printerium,Printerium,PRX,1205,0.00391695,0.00000058,,46305.0,11821728.0,11821728.0,,,-6.58,-11.08,1523319548
healthywormcoin,HealthyWormCoin,WORM,1206,0.000403524,0.00000006,17.2814,46245.0,114602981.0,114602981.0,,0.19,41.42,-32.3,1523347751
luna-coin,Luna Coin,LUNA,1207,0.0268127,0.00000399,368.465,45754.0,1706429.0,1706429.0,,13.3,-9.36,-37.87,1523347748
vip-tokens,VIP Tokens,VIP,1208,0.000538032,0.00000008,5.62969,44899.0,83450403.0,83450403.0,,0.19,7.76,5.25,1523347746
useless-ethereum-token,Useless Ethereum Token,UET,1209,0.0111143,0.00000165,152.714,44076.0,3965716.0,3965716.0,,-0.02,-2.37,-12.24,1523347753
iconic,Iconic,ICON,1210,0.0742636,0.00001104,186.313,44030.0,592894.0,592894.0,,0.21,-16.26,-21.97,1523347748
bitcedi,Bitcedi,BXC,1211,0.00753244,0.00000112,93.5837,43360.0,5756371.0,9616277.0,,0.17,-20.0,-21.6,1523347746
uro,Uro,URO,1212,0.0357118,0.00000531,1.88338,43115.0,1207310.0,1207310.0,,0.17,-8.8,-13.6,1523347742
kingn-coin,KingN Coin,KNC,1213,21.296,0.0031665,42.5918,42784.0,2009.0,2509.0,420000.0,0.17,13.94,17.18,1523347750
litecred,Litecred,LTCR,1214,0.00141233,0.00000021,59.8003,42692.0,30227750.0,30227750.0,,0.17,-6.09,-26.25,1523347746
blackstar,Blackstar,BSTAR,1215,0.0000672685,0.00000001,,42433.0,630795971.0,630795971.0,,0.19,-5.69,-7.2,1523345648
network-token,Network Token,NTWK,1216,0.00357641,0.00000053,3.69081,41741.0,11671310.0,50000000.0,,-0.08,-71.02,-51.66,1523347755
ponzicoin,PonziCoin,PONZI,1217,0.0482211,0.00000717,51.7241,41523.0,861099.0,861099.0,,0.19,-3.85,40.49,1523347747
mindcoin,MindCoin,MND,1218,0.00260392,0.00000039,,41318.0,15867695.0,15867695.0,,,-6.39,-20.79,1523309348
crypto,Crypto,CTO,1219,0.00289192,0.00000043,5.71605,39724.0,13736132.0,13736132.0,,0.17,-7.86,-43.43,1523347744
artex-coin,Artex Coin,ATX,1220,0.00206822,0.00000031,16.6461,38845.0,18781750.0,268781750.0,500000000.0,0.17,3.56,-23.46,1523347747
jewels,Jewels,JWL,1221,0.00192088,0.00000028,,38767.0,20181636.0,20181636.0,,,,-13.29,1523107147
pulse,Pulse,PULSE,1222,0.00269074,0.00000040,,38475.0,14298972.0,14298972.0,,0.19,-5.69,-16.16,1523345646
slevin,Slevin,SLEVIN,1223,0.000538032,0.00000008,29.8375,37662.0,70000000.0,70000000.0,,0.17,7.76,-7.42,1523347751
bowscoin,BowsCoin,BSC,1224,0.00659089,0.00000098,12.5552,36580.0,5550102.0,5550102.0,,0.19,-18.94,-4.19,1523347745
cryptoworldx-token,CryptoWorldX Token,CWXT,1225,0.000605286,0.00000009,1.00874,36093.0,59630200.0,59630200.0,,0.17,6.08,7.9,1523347748
javascript-token,JavaScript Token,JS,1226,0.00450601,0.00000067,0.575694,36012.0,7991996.0,7991996.0,,0.17,53.29,-47.26,1523347755
exchangen,ExchangeN,EXN,1227,0.00672539,0.00000100,34.9721,34299.0,5100000.0,10000000.0,,0.17,-5.71,-50.7,1523347754
milocoin,MiloCoin,MILO,1228,0.00316094,0.00000047,14.9631,34106.0,10789954.0,10789954.0,30015000.0,0.21,-1.36,-11.66,1523347748
arbit,ARbit,ARB,1229,0.00410249,0.00000061,11.7988,33654.0,8203320.0,8203320.0,,0.17,-8.7,-12.14,1523347744
coexistcoin,CoExistCoin,COXST,1230,0.00122894,0.00000018,,33304.0,27100000.0,27100000.0,,,-2.8,-9.17,1523269746
bios-crypto,BiosCrypto,BIOS,1231,0.00154684,0.00000023,1.87571,32208.0,20821709.0,20821709.0,,0.17,-5.71,-12.83,1523347745
tagrcoin,TAGRcoin,TAGR,1232,0.000807047,0.00000012,0.672539,31208.0,38669634.0,38669634.0,,0.17,-5.71,-7.91,1523347745
steps,Steps,STEPS,1233,0.00161409,0.00000024,0.726343,30062.0,18625017.0,18625017.0,,0.17,-5.71,-14.99,1523347745
dreamcoin,Dreamcoin,DRM,1234,0.0121057,0.00000180,0.675835,29880.0,2468222.0,2468222.0,,0.17,-26.21,-6.46,1523347742
letitride,LetItRide,LIR,1235,0.000807047,0.00000012,24.6761,29846.0,36981452.0,36981452.0,,0.17,,-7.91,1523347746
veros,Veros,VRS,1236,0.0000597584,0.000000009,421.151,29079.0,486609040.0,10000000000.0,,2.23,-3.7,6.23,1523347748
remicoin,Remicoin,RMC,1237,0.0154012,0.00000229,1.54012,28873.0,1874726.0,84000000.0,84000000.0,0.21,-5.71,17.5,1523347750
doubloon,BOAT,BOAT,1238,0.00147959,0.00000022,62.4148,27443.0,18547845.0,18547845.0,,0.21,-9.81,-39.35,1523347748
impulsecoin,ImpulseCoin,IMPS,1239,0.00134508,0.00000020,2.7862,27232.0,20245510.0,20245510.0,,0.21,-5.71,-7.79,1523347747
piecoin,PIECoin,PIE,1240,0.00242114,0.00000036,8.20942,26746.0,11046858.0,11046858.0,,0.21,-3.03,,1523347748
playercoin,PlayerCoin,PLACO,1241,0.000739793,0.00000011,20.818,25982.0,35120000.0,100120000.0,,0.17,-13.62,-8.36,1523347755
zonecoin,Zonecoin,ZNE,1242,0.0100208,0.00000149,1.32652,25873.0,2581970.0,2581970.0,,0.19,-5.71,,1523347748
crtcoin,CRTCoin,CRT,1243,0.322819,0.00004800,13.4585,25590.0,79270.0,10079270.0,,0.17,-5.71,-7.91,1523347742
dollar-online,Dollar Online,DOLLAR,1244,0.0336474,0.00000499,,25363.0,753776.0,9601412.0,,,-5.46,2.47,1523330349
cthulhu-offerings,Cthulhu Offerings,OFF,1245,0.00961731,0.00000143,109.397,25230.0,2623382.0,2623382.0,,0.19,-12.4,5.29,1523347745
destiny,Destiny,DES,1246,0.0154684,0.00000230,1.08649,24749.0,1600000.0,1600000.0,,0.17,-19.38,-12.81,1523347746
torcoin-tor,Torcoin,TOR,1247,0.0772582,0.00001112,,24427.0,316179.0,1316179.0,,,,-4.89,1523168350
rsgpcoin,RSGPcoin,RSGP,1248,13.2562,0.00197107,15.4811,22943.0,1731.0,2160.0,,0.17,-5.72,-32.76,1523347752
altcommunity-coin,SONO,ALTCOM,1249,0.107068,0.00001592,175.457,22342.0,208674.0,278102.0,,-3.03,-7.11,-20.31,1523347756
plncoin,PLNcoin,PLNC,1250,0.00127782,0.00000019,5.51899,21837.0,17089600.0,19089600.0,38540000.0,0.17,-5.72,-12.51,1523347743
jobscoin,JobsCoin,JOBS,1251,0.000201762,0.00000003,8.06899,21391.0,106019270.0,200019300.0,,0.17,-5.72,-7.91,1523347748
wild-beast-block,Wild Beast Block,WBB,1252,0.11756,0.00001748,7.57669,21386.0,181919.0,181919.0,,0.17,-2.19,-25.81,1523347744
posex,PosEx,PEX,1253,0.00867576,0.00000129,31.6205,21284.0,2453240.0,2453240.0,,12.39,5.76,0.6,1523347747
osmiumcoin,OsmiumCoin,OS76,1254,0.0232026,0.00000345,0.754253,20744.0,894026.0,894026.0,,0.17,-5.71,-7.37,1523347745
anarchistsprime,AnarchistsPrime,ACP,1255,0.00450601,0.00000067,66.0319,19803.0,4394874.0,4394874.0,53760000.0,-11.34,-7.5,-18.31,1523347745
save-and-gain,Save and Gain,SANDG,1256,0.00607799,0.00000090,34.7219,18628.0,3064800.0,3064800.0,,0.08,-12.82,-20.72,1523347745
sydpak,SydPak,SDP,1257,0.114332,0.00001700,2.28663,18359.0,160574.0,160574.0,,0.17,,,1523347745
ibank,iBank,IBANK,1258,0.00403524,0.00000060,26.4556,18265.0,4526324.0,4526324.0,,-1.47,-4.11,1.75,1523347748
bitvolt,Bitvolt,VOLT,1259,0.00100881,0.00000015,151.692,16734.0,16588056.0,61608156.0,,-9.81,-10.39,-29.93,1523347749
ripto-bux,Ripto Bux,RBX,1260,0.0000424512,0.000000006,304.26,16184.0,381236123.0,1000000000.0,,-0.15,-55.19,-49.53,1523347750
prcoin,PRCoin,PRC,1261,0.000807047,0.00000012,203.062,16057.0,19896200.0,799896200.0,,0.17,-15.14,-29.21,1523347748
rawcoin2,Rawcoin,XRC,1262,0.0207218,0.00000308,145.839,14606.0,704882.0,704882.0,,0.06,-10.23,-24.77,1523347748
argus,Argus,ARGUS,1263,0.0126257,0.00000188,327.086,14498.0,1148324.0,5194373.0,,0.21,21.67,15.17,1523347748
socialcoin-socc,SocialCoin,SOCC,1264,0.00914654,0.00000136,181.28,12667.0,1384879.0,1384879.0,,33.56,26.29,-28.6,1523347751
biobar,BioBar,BIOB,1265,0.0137198,0.00000204,27.0573,12152.0,885756.0,985756.0,,0.19,-5.72,-9.57,1523347750
coimatic-3,Coimatic 3.0,CTIC3,1266,0.00463493,0.00000069,24.557,10473.0,2259512.0,102000000.0,102000000.0,0.17,-12.19,-9.33,1523347754
p7coin,P7Coin,P7C,1267,0.000270154,0.00000004,,9515.0,35220238.0,35220238.0,,,,-7.3,1522913044
nodecoin,NodeCoin,NODC,1268,0.00558208,0.00000083,1.67462,9369.0,1678439.0,5878439.0,,0.17,-14.93,-16.92,1523347748
elysium,Elysium,ELS,1269,0.00208487,0.00000031,84.8251,8350.0,4005012.0,4005012.0,18000000.0,0.21,-8.66,-7.91,1523347748
crevacoin,CrevaCoin,CREVA,1270,0.000201762,0.00000003,314.03,7342.0,36390750.0,6240390800.0,,0.17,-7.11,-13.82,1523347744
selfiecoin,Selfiecoin,SLFI,1271,0.0000672539,0.00000001,67.2539,7252.0,107829281.0,107829281.0,,0.17,-5.72,-7.93,1523347745
geysercoin,GeyserCoin,GSR,1272,0.134642,0.00002002,41.1884,6310.0,46864.0,599334.0,4500000.0,0.17,10.97,-3.8,1523347752
coimatic-2,Coimatic 2.0,CTIC2,1273,0.000432902,0.00000006,68.6659,5858.0,13532750.0,30132750.0,102000000.0,-0.01,9.88,-1.2,1523347752
concoin,Concoin,CONX,1274,0.0068599,0.00000102,35.2887,5106.0,744266.0,1595266.0,,0.17,-4.98,-5.33,1523347749
magnum,Magnum,MGM,1275,0.00107606,0.00000016,0.783441,4499.0,4181071.0,254181071.0,,0.21,,4.61,1523347748
levoplus,LevoPlus,LVPS,1276,0.00121057,0.00000018,95.5861,2485.0,2052712.0,93052712.0,,0.17,-10.52,-26.49,1523347749
digital-credits,Digital Credits,DGCS,1277,0.00033627,0.00000005,39.427,1959.0,5826388.0,201284316.0,,0.17,-5.83,15.12,1523347745
futurexe,FuturXe,FXE,1278,0.00665814,0.00000099,65.6854,1567.0,235421.0,84000000.0,,0.17,3.72,-49.35,1523347751
pizzacoin,PizzaCoin,PIZZA,1279,0.00100881,0.00000015,11.432,1390.0,1377917.0,10127917.0,,0.17,-5.71,-12.98,1523347747
ccminer,CCMiner,CCM100,1280,0.000291569,0.00000004,0.291569,980.0,3360417.0,6000000.0,,-0.07,,-26.49,1523347749
ebittree-coin,Ebittree Coin,EBT,1281,0.000605286,0.00000009,24.5118,765.0,1264511.0,811264511.0,,0.21,21.23,-17.11,1523347749
huobi-token,Huobi Token,HT,1282,1.69111,0.00025145,104481000.0,,,500000000.0,,0.29,-2.82,-2.29,1523347760
atmcoin,ATMCoin,ATMC,1283,8.00373,0.00119008,14406800.0,,,10000000000.0,,0.0,0.1,4.38,1523347752
dragon-coins,Dragon Coins,DRG,1284,1.00856,0.00014996,7678090.0,,,500000000.0,,-0.04,6.03,38.41,1523347761
waykichain,WaykiChain,WIC,1285,0.665552,0.00009896,7459970.0,,,210000000.0,,1.83,6.15,50.01,1523347758
topchain,TopChain,TOPC,1286,0.0181091,0.00000269,4867600.0,,,2100000000.0,,-0.06,-6.02,-7.83,1523347758
noah-coin,Noah Coin,NOAH,1287,0.00868795,0.00000129,3401050.0,,,91584000000.0,,-0.58,-1.43,-10.36,1523347761
oceanchain,OceanChain,OC,1288,0.00289499,0.00000043,2904390.0,,,,,0.45,-6.38,-23.19,1523347760
acute-angle-cloud,Acute Angle Cloud,AAC,1289,0.0886454,0.00001318,2490180.0,,,1000000000.0,,1.61,-6.63,-1.92,1523347759
win-coin,WINCOIN,WC,1290,0.705427,0.00010489,2161990.0,,,451276343.0,,-0.12,-7.58,-21.42,1523347757
chatcoin,ChatCoin,CHAT,1291,0.0695769,0.00001035,1882990.0,,,1000000000.0,,0.58,-3.82,-13.59,1523347759
fargocoin,Fargocoin,FRGC,1292,8.72928,0.00129796,1684700.0,,,525599937.0,,0.07,-2.29,0.08,1523347749
nanjcoin,NANJCOIN,NANJ,1293,0.00282467,0.00000042,1648400.0,,,30000000000.0,,4.43,9.76,-0.35,1523347761
bitstation,BitStation,BSTN,1294,0.00224104,0.00000033,1605840.0,,,12000000000.0,,-0.91,-3.85,-56.26,1523347761
ugchain,ugChain,UGC,1295,0.0287754,0.00000428,1452180.0,,,1000000000.0,,-0.06,-5.48,-14.45,1523347758
starchain,StarChain,STC,1296,0.0187334,0.00000279,1275730.0,,,1000000000.0,,0.85,-5.76,-15.06,1523347759
molecular-future,Molecular Future,MOF,1297,0.198359,0.00002949,1209250.0,,,100000000.0,,-0.25,-6.66,7.44,1523347759
gems-protocol,Gems ,GEM,1298,0.0108102,0.00000161,1135150.0,,,8000000000.0,,-1.57,-0.72,1.68,1523347760
amlt,AMLT Token,AMLT,1299,0.0479265,0.00000713,1127930.0,,,400000000.0,400000000.0,-2.3,-14.64,-23.31,1523347761
realchain,RealChain,RCT,1300,0.0261091,0.00000388,1091020.0,,,1000000000.0,,-3.47,-8.68,-4.08,1523347759
ofcoin,OFCOIN,OF,1301,0.000968255,0.00000014,1062720.0,,,51200000000.0,,1.57,-5.54,-6.45,1523347760
octoin-coin,Octoin Coin,OCC,1302,2.71411,0.00040356,964666.0,,,829442.0,,0.32,-4.06,-26.88,1523347761
kcash,Kcash,KCASH,1303,0.0637204,0.00000947,855429.0,,,1000000000.0,,1.52,-8.82,-11.98,1523347758
content-and-ad-network,Content and AD Network,CAN,1304,0.0105233,0.00000156,803100.0,,,1500000000.0,,0.85,-19.89,-29.12,1523347758
aware,AWARE,AWR,1305,0.0125225,0.00000186,770007.0,,,1000000000.0,,-0.38,-6.33,-5.21,1523347759
fairgame,FairGame,FAIR,1306,0.0139076,0.00000207,741920.0,,,1200000000.0,,-0.35,-4.25,-13.61,1523347758
electronic-pk-chain,Electronic PK Chain,EPC,1307,0.0385505,0.00000573,696237.0,,,500000000.0,,-2.49,0.85,-2.56,1523347759
blockcdn,BlockCDN,BCDN,1308,0.0327718,0.00000487,656608.0,,,1000000000.0,,2.46,-6.23,139.29,1523347757
neurotoken,Neurotoken,NTK,1309,0.389334,0.00005789,564096.0,,,100000000.0,,0.55,-10.75,0.37,1523347760
tezos,Tezos (Pre-Launch),XTZ,1310,2.63203,0.00039136,536011.0,,,,,0.88,-3.56,-6.56,1523347754
selfsell,SelfSell,SSC,1311,0.0387849,0.00000577,505556.0,,,1000000000.0,,-0.28,-6.08,2.96,1523347759
bitrent,BitRent,RNTB,1312,0.048126,0.00000716,501538.0,,,1000000000.0,,0.1,1.71,19.89,1523347761
investdigital,InvestDigital,IDT,1313,0.0431489,0.00000642,491348.0,,,800000000.0,,0.57,5.87,25.46,1523347759
qube,Qube,QUBE,1314,0.0348023,0.00000517,472084.0,,,1000000000.0,,1.86,-2.76,-3.94,1523347759
tokenpay,TokenPay,TPAY,1315,2.1202,0.00031525,458739.0,,,19026924.0,25000000.0,0.56,-0.33,,1523347761
bnktothefuture,BnkToTheFuture,BFT,1316,0.10815,0.00001608,456205.0,,,1000000000.0,,-1.62,-8.3,46.43,1523347761
lightning-bitcoin,Lightning Bitcoin [Futures],LBTC,1317,62.5155,0.00929545,439915.0,,,,21000000.0,11.05,-4.85,-39.48,1523347758
stockchain,StockChain,SCC,1318,0.0364247,0.00000542,423676.0,,,10000000000.0,,-0.26,-2.62,30.33,1523347761
maggie,Maggie,MAG,1319,0.0118083,0.00000176,399834.0,,,3200000000.0,,-3.93,-0.94,10.0,1523347759
india-coin,India Coin,INDIA,1320,0.00154684,0.00000023,395927.0,,,30000000.0,,0.79,107.47,392.68,1523347754
show,Show,SHOW,1321,0.00185292,0.00000028,386400.0,,,10000000000.0,,1.04,-4.16,-8.74,1523347758
iquant,iQuant,IQT,1322,0.065822,0.00000979,380305.0,,,100000000.0,,-0.06,2.09,-8.01,1523347753
ug-token,UG Token,UGT,1323,0.377091,0.00005607,351872.0,,,,,-0.08,-5.48,-0.97,1523347753
hyper-pay,Hyper Pay,HPY,1324,0.0226796,0.00000337,340746.0,,,2650000000.0,,0.6,-6.0,-12.49,1523347758
tokenomy,Tokenomy,TEN,1325,0.238561,0.00003547,340496.0,,,200000000.0,,0.24,-3.62,-8.72,1523347761
bitcoin-private,Bitcoin Private,BTCP,1326,14.6842,0.00218339,287456.0,,,20311925.0,21000000.0,2.34,-2.96,-38.98,1523347761
valuechain,ValueChain,VLC,1327,0.0269918,0.00000401,285688.0,,,300000000.0,,-5.44,-25.52,-13.92,1523347760
pressone,PressOne,PRS,1328,0.147328,0.00002191,250786.0,,,,,0.21,-7.34,-8.15,1523347759
lightchain,LightChain,LIGHT,1329,0.000815424,0.00000012,247856.0,,,210000000000,,1.61,-4.96,-15.46,1523347759
filecoin,Filecoin [Futures],FIL,1330,9.68895,0.00144065,237656.0,,,,,0.7,-10.98,10.26,1523347757
super-bitcoin,Super Bitcoin,SBTC,1331,7.2227,0.00107394,233173.0,,,,21210000.0,2.35,-6.81,-5.84,1523347757
w3coin,W3Coin,W3C,1332,0.000283334,0.00000004,231465.0,,,,,2.13,-1.53,-9.3,1523347760
united-bitcoin,United Bitcoin,UBTC,1333,11.742,0.00174593,231218.0,,,21000000.0,21000000.0,-0.23,1.0,-0.47,1523347758
titanium-bar,Titanium BAR,TBAR,1334,0.419339,0.00006235,227776.0,,,60000000.0,,1.03,-17.77,55.93,1523347761
rentberry,Rentberry,BERRY,1335,0.059645,0.00000887,222335.0,,,301473028.0,,3.32,-20.66,,1523347761
bitcoinx,BitcoinX,BCX,1336,0.00610507,0.00000091,208498.0,,,167361683927,210000000000,1.57,20.59,15.83,1523347757
infinity-economics,Infinity Economics,XIN,1337,0.0109607,0.00000163,207124.0,,,9000000000.0,,3.33,-3.39,-16.61,1523347754
switcheo,Switcheo,SWH,1338,0.0126205,0.00000188,201627.0,,,1000000000.0,,1.86,-12.27,0.68,1523347761
etherecash,Etherecash,ECH,1339,0.394656,0.00005868,191765.0,,,,,0.26,28.71,8.81,1523347760
